state,year,state_rank,women_leg_pct
PA,2000,45,12.6
PA,1999,45,12.6
PA,1998,46,12.3
PA,1997,46,12.3
PA,1996,45,11.9
PA,1995,44,11.9
PA,1994,46,11.1
PA,1993,46,9.9
PA,1992,44,9.5
PA,1991,44,9.5
PA,1990,46,6.7
PA,1989,46,6.7
PA,1988,45,6.7
PA,1987,46,6.3
PA,1986,48,5.1
PA,1985,48,5.1
PA,1984,48,4.0
PA,1983,48,4.0
PA,1981,45,4.7
PA,1979,43,4.3
PA,1977,43,4.3
PA,1975,43,3.6
RI,2018,11,31.9
RI,2017,11,31.0
RI,2016,18,27.4
RI,2015,18,27.4
RI,2014,20,26.5
RI,2013,19,26.5
RI,2012,18,25.7
RI,2011,20,25.7
RI,2010,30,22.1
RI,2009,29,22.1
RI,2008,33,19.5
RI,2007,31,19.5
RI,2006,40,16.8
RI,2005,37,16.8
RI,2004,31,20.4
RI,2003,32,19.5
RI,2002,25,22.7
RI,2001,23,22.7
RI,2000,19,24.7
RI,1999,17,25.3
RI,1998,13,26.0
RI,1997,13,26.0
RI,1996,17,24.0
RI,1995,17,24.0
RI,1994,15,24.7
RI,1993,14,24.7
RI,1992,27,16.7
RI,1991,28,16.0
RI,1990,28,15.3
RI,1989,28,15.3
RI,1988,22,16.0
RI,1987,22,16.0
RI,1986,23,15.3
RI,1985,23,15.3
RI,1984,17,14.7
RI,1983,26,12.7
RI,1981,28,10.0
RI,1979,25,8.7
RI,1977,26,7.3
RI,1975,29,6.0
SC,2018,43,15.9
SC,2017,47,14.1
SC,2016,47,14.1
SC,2015,47,14.1
SC,2014,49,12.9
SC,2013,49,12.9
SC,2012,50,10.0
SC,2011,50,9.4
SC,2010,50,10.0
SC,2009,50,10.0
SC,2008,50,8.8
SC,2007,50,8.8
SC,2006,50,8.8
SC,2005,50,8.2
SC,2004,50,9.4
SC,2003,50,9.4
SC,2002,48,10.6
SC,2001,48,10.6
SC,2000,48,10.6
SC,1999,48,11.2
SC,1998,44,12.9
SC,1997,44,12.9
SC,1996,44,12.4
SC,1995,43,12.4
SC,1994,40,12.9
SC,1993,40,12.9
SC,1992,36,12.9
SC,1991,42,11.2
SC,1990,43,8.8
SC,1989,42,9.4
SC,1988,44,7.6
SC,1987,43,7.6
SC,1986,47,5.9
SC,1985,47,5.9
SC,1984,44,7.1
SC,1983,44,7.1
SC,1981,42,6.5
SC,1979,41,5.3
SC,1977,35,5.9
SC,1975,39,4.1
SD,2018,38,19.0
SD,2017,36,20.0
SD,2016,33,21.0
SD,2015,33,21.0
SD,2014,30,21.9
SD,2013,28,22.9
SD,2012,37,20.0
SD,2011,37,20.0
SD,2010,37,20.0
SD,2009,37,20.0
SD,2008,40,17.1
SD,2007,40,17.1
SD,2006,42,16.2
SD,2005,40,16.2
SD,2004,42,16.2
SD,2003,41,16.2
SD,2002,42,15.2
SD,2001,42,15.2
SD,2000,44,14.3
SD,1999,44,13.3
SD,1998,32,17.1
SD,1997,32,17.1
SD,1996,33,18.1
SD,1995,33,18.1
SD,1994,27,20.0
SD,1993,25,20.0
SD,1992,10,24.8
SD,1991,10,24.8
SD,1990,19,19.0
SD,1989,17,19.0
SD,1988,14,20.0
SD,1987,14,20.0
SD,1986,27,14.3
SD,1985,27,14.3
SD,1984,22,13.3
SD,1983,20,13.3
SD,1981,26,10.5
SD,1979,27,8.6
SD,1977,22,8.6
SD,1975,13,10.6
TN,2017,43,15.9
TN,2016,41,16.7
TN,2015,40,17.4
TN,2014,43,16.7
TN,2013,43,16.7
TN,2012,39,18.2
TN,2011,40,18.2
TN,2010,40,18.9
TN,2009,39,18.2
TN,2008,39,17.4
TN,2007,42,16.7
TN,2006,36,17.4
TN,2005,34,17.4
TN,2004,38,17.4
TN,2003,38,17.4
TN,2002,39,15.9
TN,2001,40,15.9
TN,2000,39,17.4
TN,1999,39,16.7
TN,1998,42,13.6
TN,1997,42,13.6
TN,1996,42,13.6
TN,1995,40,13.6
TN,1994,41,12.1
TN,1993,43,12.1
TN,1992,43,11.4
TN,1991,41,11.4
TN,1990,42,9.8
TN,1989,41,9.8
TN,1988,41,9.1
TN,1987,40,9.1
TN,1986,41,8.3
TN,1985,41,8.3
TN,1984,45,6.8
TN,1983,45,6.8
TN,1981,46,4.5
TN,1979,46,3.0
TN,1977,46,2.3
TN,1975,42,3.8
TX,2018,35,20.4
TX,2017,34,20.4
TX,2016,37,19.9
TX,2015,37,19.9
TX,2014,32,21.5
TX,2013,33,21.0
TX,2012,35,21.0
TX,2011,35,21.0
TX,2010,25,23.8
TX,2009,25,23.8
TX,2008,35,18.8
TX,2007,33,19.3
TX,2006,28,20.4
TX,2005,31,19.3
TX,2004,33,19.3
TX,2003,32,19.3
TX,2002,34,18.8
TX,2001,33,18.8
TX,2000,38,18.2
TX,1999,38,17.7
TX,1998,30,18.2
TX,1997,30,18.2
TX,1996,31,18.2
TX,1995,31,18.2
TX,1994,35,17.1
TX,1993,36,16.0
TX,1992,39,12.7
TX,1991,38,12.7
TX,1990,40,10.5
TX,1989,39,10.5
TX,1988,39,9.4
TX,1987,39,9.4
TX,1986,39,8.8
TX,1985,39,8.8
TX,1984,43,7.2
TX,1983,43,7.2
TX,1981,41,6.6
TX,1979,35,6.6
TX,1977,31,6.1
TX,1975,35,4.4
UT,2018,36,20.2
UT,2017,35,20.2
UT,2016,43,15.4
UT,2015,44,15.4
UT,2014,45,16.3
UT,2013,46,16.3
UT,2012,43,16.3
UT,2011,43,17.3
UT,2010,30,22.1
UT,2009,29,22.1
UT,2008,34,19.2
UT,2007,39,17.3
UT,2006,27,21.2
UT,2005,28,20.2
UT,2004,30,21.2
UT,2003,24,22.1
UT,2002,23,23.1
UT,2001,26,22.1
UT,2000,28,21.2
UT,1999,29,21.2
UT,1998,38,16.3
UT,1997,37,16.3
UT,1996,41,14.4
UT,1995,39,14.4
UT,1994,39,14.4
UT,1993,39,13.5
UT,1992,42,11.5
UT,1991,40,11.5
UT,1990,36,11.5
UT,1989,36,11.5
UT,1988,43,7.7
UT,1987,42,7.7
UT,1986,44,6.7
UT,1985,44,6.7
UT,1984,36,8.7
UT,1983,37,8.7
UT,1981,36,7.7
UT,1979,45,3.8
UT,1977,36,5.8
UT,1975,21,7.7
VT,2018,1,40.0
VT,2017,1,40.0
VT,2016,2,41.1
VT,2015,2,41.1
VT,2014,2,39.4
VT,2013,1,41.1
VT,2012,2,38.9
VT,2011,2,38.3
VT,2010,2,37.2
VT,2009,2,37.2
VT,2008,1,38.3
VT,2007,1,37.8
VT,2006,3,33.3
VT,2005,3,33.3
VT,2004,4,31.1
VT,2003,5,30.6
VT,2002,14,27.8
VT,2001,14,27.8
VT,2000,7,31.7
VT,1999,7,31.7
VT,1998,4,33.3
VT,1997,4,33.3
VT,1996,4,30.0
VT,1995,4,30.0
VT,1994,3,33.3
VT,1993,4,33.9
VT,1992,4,31.1
VT,1991,4,31.7
VT,1990,1,33.3
VT,1989,3,30.6
VT,1988,4,25.6
VT,1987,5,24.4
VT,1986,2,26.1
VT,1985,2,26.1
VT,1984,12,17.8
VT,1983,12,18.3
VT,1981,7,21.7
VT,1979,4,18.9
VT,1977,5,15.0
VT,1975,6,14.7
VT,* Prg = Progressive Party,,
VA,2018,22,27.1
VA,2017,38,19.3
VA,2016,38,19.3
VA,2015,42,17.1
VA,2014,41,17.1
VA,2013,37,17.9
VA,2012,41,17.1
VA,2011,38,19.3
VA,2010,39,19.3
VA,2009,40,17.1
VA,2008,42,16.4
VA,2007,40,17.1
VA,2006,38,17.1
VA,2005,43,15.0
VA,2004,44,14.3
VA,2003,43,15.7
VA,2002,43,15.0
VA,2001,38,16.4
VA,2000,41,16.4
VA,1999,41,15.7
VA,1998,40,15.0
VA,1997,40,15.0
VA,1996,37,15.0
VA,1995,46,11.4
VA,1994,44,11.4
VA,1993,42,12.1
VA,1992,41,12.1
VA,1991,39,12.1
VA,1990,39,10.7
VA,1989,38,10.7
VA,1988,37,10.0
VA,1987,44,7.1
VA,1986,43,7.1
VA,1985,42,7.9
VA,1984,41,7.9
VA,1983,35,9.3
VA,1981,43,6.4
VA,1979,37,6.4
VA,1977,30,6.4
VA,1975,36,4.3
WA,2018,5,37.4
WA,2017,4,37.4
WA,2016,4,34.0
WA,2015,4,34.0
WA,2014,6,32.7
WA,2013,6,32.0
WA,2012,6,32.0
WA,2011,5,32.0
WA,2010,6,32.7
WA,2009,6,32.7
WA,2008,3,35.4
WA,2007,4,34.0
WA,2006,3,33.3
WA,2005,3,33.3
WA,2004,1,35.4
WA,2003,1,36.7
WA,2002,1,38.8
WA,2001,1,38.8
WA,2000,1,40.8
WA,1999,1,40.8
WA,1998,1,39.5
WA,1997,1,39.5
WA,1996,1,39.5
WA,1995,1,39.5
WA,1994,1,40.1
WA,1993,1,39.5
WA,1992,2,32.7
WA,1991,5,31.3
WA,1990,5,29.3
WA,1989,6,28.6
WA,1988,5,25.2
WA,1987,4,25.2
WA,1986,5,23.8
WA,1985,5,23.8
WA,1984,10,19.0
WA,1983,11,19.0
WA,1981,2,23.8
WA,1979,7,18.4
WA,1977,4,15.7
WA,1975,10,12.2
WV,2018,46,14.9
WV,2017,48,13.4
WV,2016,44,14.9
WV,2015,45,14.9
WV,2014,44,16.4
WV,2013,45,16.4
WV,2012,40,17.9
WV,2011,41,17.9
WV,2010,42,16.4
WV,2009,42,16.4
WV,2008,46,14.2
WV,2007,45,14.2
WV,2006,42,15.7
WV,2005,42,15.7
WV,2004,34,18.7
WV,2003,34,18.7
WV,2002,35,18.7
WV,2001,34,18.7
WV,2000,36,17.9
WV,1999,36,17.9
WV,1998,41,14.9
WV,1997,41,14.9
WV,1996,38,14.9
WV,1995,38,14.9
WV,1994,34,17.2
WV,1993,34,16.4
WV,1992,17,20.9
WV,1991,18,20.9
WV,1990,18,19.4
WV,1989,22,17.9
WV,1988,25,15.7
WV,1987,25,15.7
WV,1986,17,17.2
WV,1985,17,17.2
WV,1984,21,13.4
WV,1983,24,12.7
WV,1981,19,11.9
WV,1979,34,6.7
WV,1977,20,9.0
WV,1975,25,6.7
WI,2018,29,24.2
WI,2017,30,22.7
WI,2016,20,25.8
WI,2015,20,25.8
WI,2014,21,25.8
WI,2013,20,25.8
WI,2012,25,24.2
WI,2011,19,25.8
WI,2010,32,22.0
WI,2009,31,22.0
WI,2008,27,22.0
WI,2007,25,22.7
WI,2006,18,25.8
WI,2005,18,25.8
WI,2004,12,28.0
WI,2003,16,27.3
WI,2002,22,23.5
WI,2001,20,24.2
WI,2000,24,23.5
WI,1999,24,23.5
WI,1998,20,23.5
WI,1997,20,23.5
WI,1996,15,24.2
WI,1995,15,24.2
WI,1994,9,27.3
WI,1993,11,27.3
WI,1992,13,24.2
WI,1991,13,23.5
WI,1990,7,25.8
WI,1989,7,25.8
WI,1988,10,21.2
WI,1987,10,21.2
WI,1986,13,18.9
WI,1985,13,18.9
WI,1984,9,19.7
WI,1983,9,19.7
WI,1981,11,15.2
WI,1979,20,9.8
WI,1977,19,9.1
WI,1975,22,7.6
WY,2018,50,11.1
WY,2017,50,11.1
WY,2016,49,13.3
WY,2015,49,13.3
WY,2014,46,15.6
WY,2013,43,16.7
WY,2012,45,15.6
WY,2011,47,14.4
WY,2010,41,16.7
WY,2009,41,16.7
WY,2008,24,23.3
WY,2006,44,15.6
WY,2005,45,14.4
WY,2004,37,17.8
WY,2003,37,17.8
WY,2002,41,15.6
WY,2001,41,15.6
WY,2000,32,18.9
WY,1999,31,20.0
WY,1998,31,17.8
WY,1997,31,17.8
WY,1996,24,21.1
WY,1995,24,21.1
WY,1994,17,24.4
WY,1993,16,24.4
WY,1992,11,24.5
WY,1991,11,24.5
WY,1990,11,23.4
WY,1989,11,23.4
WY,1988,7,22.3
WY,1987,7,22.3
WY,1986,3,25.5
WY,1985,3,25.5
WY,1984,3,23.4
WY,1983,4,23.4
WY,1981,9,18.5
WY,1979,8,17.4
WY,1977,24,7.6
WY,1975,22,7.6
